,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
524,Gaayam,1993.0,A,"Action, Drama            ","    Durga is all set to marry Anitha and settle down, but things change when his brother is killed by the local MLA, who wants to settle the score with the mafia.",140,7.3,432
525,Rayalaseema Ramanna Chowdary,2000.0,,"Action, Drama            ",    A pious man who wants to build a temple on his property resists the efforts of a wealthy but unscrupulous landowner to acquire the land.,164,6.3,431
526,Gokulamlo Seetha,1997.0,U,"Drama, Romance            ","    Pawan, a Casanova and spoiled brat, tries to woo Sirisha and later falls for her. He starts mending his ways for his love, as his past traits creates disturbances in his love life.",140,5.6,430
527,Rajanna,2011.0,,"Action, Drama, History            ","    In Nelakondapalli village, Adilabad district, Mallamma (Annie) is a girl who is a very talented singer. She is taken care of by an elderly man in her village. On one occasion, the elderly ...                See full summary »",132,6.5,429
528,Madha,2020.0,UA,"Mystery, Thriller            ","    MADHA is a Sanskrit term which means ""insanity personified"". MADHA is a female-centered psychological thriller that revolves around a small-time proofreader Nisha.",113,5.3,426
529,Hushaaru,2018.0,A,Comedy            ,    Four friends from middle-class families believe in carving a niche for themselves by not following a trodden path set by others.,140,6.9,426
530,Settai,2013.0,U,"Action, Comedy, Crime            ",    Three struggling room-mates unknowingly become potential prey of a ruthless gangster.,136,4.4,425
531,Swarnakamalam,1988.0,U,"Drama, Musical, Romance            ","    A painter who recently moved into the neighborhood helps his neighbor, a retired cultural dance artist. He helps by painting billboards advertising events in which the artist and his ...                See full summary »",143,8.0,425
532,Tadakha,2013.0,UA,Action            ,    Siva (Sunil) and Karthik (Naga Chaitanya) are brothers. Elder brother Siva is a timid and shy. He fears for everything. Karthik is a dynamic guy who is very protective of his elder brother....                See full summary »,147,5.5,424
533,Nenu Naa Rakshasi,2011.0,,"Action, Drama            ",    The journey of a girl who is interested in suicides and a boy who is interested in her.,140,5.0,423
534,Diya,2018.0,UA,"Drama, Horror, Thriller            ","    After abortion, a woman's life takes an unexpected turn when she is visited by the foetus, who is now grown up and is visible to her.",122,5.7,420
535,Vikram,,,"Action, Adventure, Sci-Fi            ","    Vikram, a cop who is mourning the death of his wife, is assigned to retrieve a missile. He is aided by a highly educated engineer Preethi, who holds the knowledge to disarm the nuke, in his mission.",136,7.2,420
536,Kadhal Desam,1996.0,,"Comedy, Drama, Romance            ","    In a city in Southern India traditional rivalry has always existed between the students of Pachiappas and Loyala Colleges respectively. While Rajesh studies in Pachiappas College, lives in ...                See full summary »",158,6.8,418
537,Mudra,2019.0,UA,"Action, Thriller            ",    An investigative journalist is arrested for cheating banks with fake certificates. He discovers a crime syndicate behind the scam and decides to investigate it himself.,108,7.0,416
538,Naa Autograph Sweet Memories,2004.0,,"Drama, Romance            ","    3 different phases of Seenu's(Ravi Teja) life, from his first love in childhood to his successful career and marriage.",148,7.3,415
539,Dum Dum Dum,2001.0,,"Comedy, Romance            ",    The story revolves around an unhappy groom and bride forced into a wedding. The groom backs away because he is reluctant to give up his life of wine and women in the city while the bride is...                See full summary »,151,7.0,415
540,Challenge,1984.0,U,Drama            ,"    The story of a young un-employed youth, who instead of despairing uses his skills to earn tons of money to show to the world that anything is possible if there is will to do it.",152,7.8,415
541,Kalisundam Raa,2000.0,U,Drama            ,    Raghavaiah (K. Vishwanath) and Ram Mohan Rao (Ranganath) are brothers-in-law. But Ram Mohan Rao is at loggerheads with Raghavaiah because of a family feud. Raghavaiah is nearing his 60's ...                See full summary »,156,7.3,414
542,Pandaga Chesko,2015.0,UA,"Action, Drama, Family            ","    Karthik, a money minded businessman, gets engaged to another money-minded girl Anushka. When his factory gets shut down by an environment activist Divya, he goes back to India only to fall in love with her.",162,5.4,413
543,Lakshmi,2006.0,U,"Action, Drama            ","    Lakshmi (Venkatesh) a business tycoon hides a secret about his past in front of his brothers which leads to unexpected consequences. At the same time, villain allies with his brothers and make them turn against Lakshmi.",0,5.8,410
544,Daddy,,U,Drama            ,"    Raj's daughter has a heart ailment. He starts a chit fund business but is conned and imprisoned. With his daughter dead and wife gone, he anonymously begins to fund a hospital and work as a volunteer.",157,6.5,408
545,Seetha,2019.0,UA,Romance            ,"    A four-year-old Ram is left in a monastery by a person named Anand Mohan and is promised that Sita will come to take care of him. Ram is innocent and cute. He makes Ram promise that he too,...                See full summary »",161,4.7,405
546,Kalki,,UA,"Action, Thriller            ","    The village of Kollapuram is under the rule of Narsappa (Ashutosh Rana) and Perumal (Shatru). One day during a local festival Sekhar (Siddhu Jonnalagadda), brother of Narsappa gets killed. ...                See full summary »",140,7.0,405
547,Parama Veera Chakra,2011.0,UA,"Action, Drama            ",    A famous actor is asked to play the role of his lookalike army major and eventually battle his enemies.,160,2.0,402
548,Samarasimha Reddy,1999.0,UA,"Action, Drama            ",    Revenge story between Samarasimha Reddy and Veera Raghava Reddy.,148,7.1,402
549,Andhrawala,2004.0,U,"Action, Drama            ",    A young man fights the mafia in his town for better life to his people but this leads to chain wars between the mafia and him.,180,3.5,402
550,Hyper,2016.0,UA,"Action, Drama            ",    A young man fights a corrupt government official.,144,5.7,400
551,Kalloori,2007.0,U,Drama            ,"    A group of nine childhood friends join an arts college together in a small town. Soon, Shobana becomes a part of their group, joining in the fun and games. Muthu eventually falls in love with her.",140,7.3,400
552,Veera,2011.0,UA,"Action, Comedy, Drama            ",    A man wants to avenge his family's death which has been mass murdered by a bad guy.,156,3.8,399
553,Criminal,1995.0,A,"Action, Romance, Thriller            ","    After witnessing the sudden death of a woman, who was unable to afford hospital treatment, Dr. Ajay Kumar cancels his immigration to America and instead sets out to build a hospital that ...                See full summary »",123,5.7,399
554,Gharana Mogudu,1992.0,U,"Action, Comedy, Drama            ",    An arrogant daughter of a rich industrialist decides to marry their factory employee in order to teach him a lesson. But things changes a lot after their marriage.,149,7.3,398
555,Namo Venkatesa,2010.0,,"Action, Crime, Romance            ",    A mimic artist/ventriloquist is fooled into believing that a woman loves him.,152,5.4,391
556,Karnan,1964.0,U,"Action, Drama, History            ",    Brave and loyal warrior-archer Karna joins the Kauravas to battle the Pandavas in the Kurukshetra.,187,8.0,389
557,Annayya,2000.0,U,"Comedy, Drama, Family            ",    The story of an elder brother who would do anything for his younger brothers.,157,6.6,389
558,Mesthri,2009.0,,Drama            ,    An upstanding businessman is forced to seek revenge when an associate of his is murdered.,137,4.6,387
559,Little Soldiers,1996.0,U,"Family, Musical, Comedy            ","    Two ill-behaved children are orphaned in an accident and are forced to live with their estranged grandfather, a hard-boiled veteran. Their relationship is strained at first, but over time they warm up to each other.",105,7.9,387
560,Alludu Seenu,2014.0,A,"Action, Comedy            ","    In this quest for sanctuary, love, and identity, a man and his uncle arrive in Hyderabad, where they capitalize on the uncle's resemblance to a local don.",151,4.3,386
561,Yuddham Sharanam,2017.0,UA,"Action, Thriller            ","    When his family is torn apart, Arjun sets out to on a journey to solve the mystery and seek revenge.",141,6.0,385
562,Khaidi,1983.0,A,"Action, Drama            ","    Veerabhadraiah is a feudal lord who presides over a village. Veerabhadraiah lends money to Venkateswarlu, a local farmer living with his widowed daughter. Venkateswarlu's son Suryam is a ...                See full summary »",157,7.4,384
563,Shiva Shankar,2004.0,,"Drama, Family            ",nan,125,4.4,381
564,Bavagaru Bagunnara?,1998.0,U,"Comedy, Drama, Romance            ","    Raju, a restaurant owner in New Zealand falls in love with Swapna. Whilst visiting India, Raju saves Sandhya, a pregnant woman from committing suicide and decides to help her by acting as her husband for her family, until the baby is born.",154,7.1,380
